step,robot_id,position,observation_summary,target_position,assigned_package,fsm_state,selected_action,reward,collision_flag,planner_waypoint
6,robot_0,"(3,2)","pos:(3,2)|battery:98.2","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,2)"
6,robot_1,"(6,1)","pos:(6,1)|battery:98.8","(6,2)",task_02,PICKING,EAST,-0.10,False,"(6,1)"
7,robot_0,"(3,3)","pos:(3,3)|battery:97.8","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,3)"
7,robot_1,"(6,1)","pos:(6,1)|battery:98.4","(0,7)",task_02,MOVING_TO_DELIVERY,PICK,19.90,False,"(6,1)"
8,robot_0,"(3,4)","pos:(3,4)|battery:97.4","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,4)"
8,robot_1,"(5,1)","pos:(5,1)|battery:98.0","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(5,1)"
9,robot_0,"(3,5)","pos:(3,5)|battery:97.0","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,5)"
9,robot_1,"(4,1)","pos:(4,1)|battery:97.6","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(4,1)"
10,robot_0,"(3,6)","pos:(3,6)|battery:96.6","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,6)"
10,robot_1,"(3,1)","pos:(3,1)|battery:97.2","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(3,1)"
11,robot_0,"(3,7)","pos:(3,7)|battery:96.2","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,7)"
11,robot_1,"(2,1)","pos:(2,1)|battery:96.8","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(2,1)"
12,robot_0,"(4,7)","pos:(4,7)|battery:95.8","(7,7)",task_01,MOVING_TO_DELIVERY,EAST,-0.10,False,"(4,7)"
12,robot_1,"(1,1)","pos:(1,1)|battery:96.4","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(1,1)"
13,robot_0,"(5,7)","pos:(5,7)|battery:95.4","(7,7)",task_01,MOVING_TO_DELIVERY,EAST,-0.10,False,"(5,7)"
13,robot_1,"(0,1)","pos:(0,1)|battery:96.0","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(0,1)"
14,robot_0,"(6,7)","pos:(6,7)|battery:95.0","(7,7)",task_01,MOVING_TO_DELIVERY,EAST,-0.10,False,"(6,7)"
14,robot_1,"(0,2)","pos:(0,2)|battery:95.6","(0,7)",task_02,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,2)"
15,robot_0,"(6,7)","pos:(6,7)|battery:94.8","(2,6)",task_03,MOVING_TO_PACKAGE,DROP,99.90,False,"(6,7)"
15,robot_1,"(0,3)","pos:(0,3)|battery:95.2","(0,7)",task_02,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,3)"
16,robot_0,"(5,7)","pos:(5,7)|battery:94.6","(2,6)",task_03,MOVING_TO_PACKAGE,WEST,-0.10,False,"(5,7)"
16,robot_1,"(0,4)","pos:(0,4)|battery:94.8","(0,7)",task_02,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,4)"
17,robot_0,"(4,7)","pos:(4,7)|battery:94.4","(2,6)",task_03,MOVING_TO_PACKAGE,WEST,-0.10,False,"(4,7)"
17,robot_1,"(0,5)","pos:(0,5)|battery:94.4","(0,7)",task_02,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,5)"
18,robot_0,"(3,7)","pos:(3,7)|battery:94.2","(2,6)",task_03,MOVING_TO_PACKAGE,WEST,-0.10,False,"(3,7)"
18,robot_1,"(0,6)","pos:(0,6)|battery:94.0","(0,7)",task_02,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,6)"
19,robot_0,"(3,6)","pos:(3,6)|battery:94.0","(2,6)",task_03,PICKING,NORTH,-0.10,False,"(3,6)"
19,robot_1,"(0,6)","pos:(0,6)|battery:93.8","(6,6)",task_04,MOVING_TO_PACKAGE,DROP,99.90,False,"(0,6)"
20,robot_0,"(3,6)","pos:(3,6)|battery:93.6","(7,0)",task_03,MOVING_TO_DELIVERY,PICK,19.90,False,"(3,6)"
20,robot_1,"(0,5)","pos:(0,5)|battery:93.6","(6,6)",task_04,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,5)"
21,robot_0,"(3,5)","pos:(3,5)|battery:93.2","(7,0)",task_03,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,5)"
21,robot_1,"(1,5)","pos:(1,5)|battery:93.4","(6,6)",task_04,MOVING_TO_PACKAGE,EAST,-0.10,False,"(1,5)"
22,robot_0,"(3,4)","pos:(3,4)|battery:92.8","(7,0)",task_03,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,4)"
22,robot_1,"(2,5)","pos:(2,5)|battery:93.2","(6,6)",task_04,MOVING_TO_PACKAGE,EAST,-0.10,False,"(2,5)"
23,robot_0,"(3,3)","pos:(3,3)|battery:92.4","(7,0)",task_03,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,3)"
23,robot_1,"(3,5)","pos:(3,5)|battery:93.0","(6,6)",task_04,MOVING_TO_PACKAGE,EAST,-0.10,False,"(3,5)"
24,robot_0,"(3,2)","pos:(3,2)|battery:92.0","(7,0)",task_03,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,2)"
24,robot_1,"(4,5)","pos:(4,5)|battery:92.8","(6,6)",task_04,MOVING_TO_PACKAGE,EAST,-0.10,False,"(4,5)"
25,robot_0,"(3,1)","pos:(3,1)|battery:91.6","(7,0)",task_03,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,1)"
25,robot_1,"(5,5)","pos:(5,5)|battery:92.6","(6,6)",task_04,MOVING_TO_PACKAGE,EAST,-0.10,False,"(5,5)"
26,robot_0,"(3,0)","pos:(3,0)|battery:91.2","(7,0)",task_03,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,0)"
26,robot_1,"(6,5)","pos:(6,5)|battery:92.4","(6,6)",task_04,PICKING,EAST,-0.10,False,"(6,5)"
27,robot_0,"(4,0)","pos:(4,0)|battery:90.8","(7,0)",task_03,MOVING_TO_DELIVERY,EAST,-0.10,False,"(4,0)"
27,robot_1,"(6,5)","pos:(6,5)|battery:92.0","(7,7)",task_04,MOVING_TO_DELIVERY,PICK,19.90,False,"(6,5)"
28,robot_0,"(5,0)","pos:(5,0)|battery:90.4","(7,0)",task_03,MOVING_TO_DELIVERY,EAST,-0.10,False,"(5,0)"
28,robot_1,"(7,5)","pos:(7,5)|battery:91.6","(7,7)",task_04,MOVING_TO_DELIVERY,EAST,-0.10,False,"(7,5)"
29,robot_0,"(6,0)","pos:(6,0)|battery:90.0","(7,0)",task_03,MOVING_TO_DELIVERY,EAST,-0.10,False,"(6,0)"
29,robot_1,"(7,6)","pos:(7,6)|battery:91.2","(7,7)",task_04,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(7,6)"
30,robot_0,"(6,0)","pos:(6,0)|battery:89.8","(2,2)",task_05,MOVING_TO_PACKAGE,DROP,99.90,False,"(6,0)"
30,robot_1,"(7,6)","pos:(7,6)|battery:91.0","(6,2)",task_06,MOVING_TO_PACKAGE,DROP,99.90,False,"(7,6)"
31,robot_0,"(5,0)","pos:(5,0)|battery:89.6","(2,2)",task_05,MOVING_TO_PACKAGE,WEST,-0.10,False,"(5,0)"
31,robot_1,"(7,5)","pos:(7,5)|battery:90.8","(6,2)",task_06,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(7,5)"
32,robot_0,"(4,0)","pos:(4,0)|battery:89.4","(2,2)",task_05,MOVING_TO_PACKAGE,WEST,-0.10,False,"(4,0)"
32,robot_1,"(7,4)","pos:(7,4)|battery:90.6","(6,2)",task_06,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(7,4)"
33,robot_0,"(3,0)","pos:(3,0)|battery:89.2","(2,2)",task_05,MOVING_TO_PACKAGE,WEST,-0.10,False,"(3,0)"
33,robot_1,"(7,3)","pos:(7,3)|battery:90.4","(6,2)",task_06,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(7,3)"
34,robot_0,"(2,0)","pos:(2,0)|battery:89.0","(2,2)",task_05,MOVING_TO_PACKAGE,WEST,-0.10,False,"(2,0)"
34,robot_1,"(7,2)","pos:(7,2)|battery:90.2","(6,2)",task_06,PICKING,NORTH,-0.10,False,"(7,2)"
35,robot_0,"(2,1)","pos:(2,1)|battery:88.8","(2,2)",task_05,PICKING,SOUTH,-0.10,False,"(2,1)"
35,robot_1,"(7,2)","pos:(7,2)|battery:89.8","(7,0)",task_06,MOVING_TO_DELIVERY,PICK,19.90,False,"(7,2)"
36,robot_0,"(2,1)","pos:(2,1)|battery:88.4","(0,7)",task_05,MOVING_TO_DELIVERY,PICK,19.90,False,"(2,1)"
36,robot_1,"(7,1)","pos:(7,1)|battery:89.4","(7,0)",task_06,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(7,1)"
37,robot_0,"(1,1)","pos:(1,1)|battery:88.0","(0,7)",task_05,MOVING_TO_DELIVERY,WEST,-0.10,False,"(1,1)"
37,robot_1,"(7,1)","pos:(7,1)|battery:89.2","(2,6)",task_07,MOVING_TO_PACKAGE,DROP,99.90,False,"(7,1)"
38,robot_0,"(0,1)","pos:(0,1)|battery:87.6","(0,7)",task_05,MOVING_TO_DELIVERY,WEST,-0.10,False,"(0,1)"
38,robot_1,"(6,1)","pos:(6,1)|battery:89.0","(2,6)",task_07,MOVING_TO_PACKAGE,WEST,-0.10,False,"(6,1)"
39,robot_0,"(0,2)","pos:(0,2)|battery:87.2","(0,7)",task_05,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,2)"
39,robot_1,"(5,1)","pos:(5,1)|battery:88.8","(2,6)",task_07,MOVING_TO_PACKAGE,WEST,-0.10,False,"(5,1)"
40,robot_0,"(0,3)","pos:(0,3)|battery:86.8","(0,7)",task_05,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,3)"
40,robot_1,"(4,1)","pos:(4,1)|battery:88.6","(2,6)",task_07,MOVING_TO_PACKAGE,WEST,-0.10,False,"(4,1)"
41,robot_0,"(0,4)","pos:(0,4)|battery:86.4","(0,7)",task_05,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,4)"
41,robot_1,"(3,1)","pos:(3,1)|battery:88.4","(2,6)",task_07,MOVING_TO_PACKAGE,WEST,-0.10,False,"(3,1)"
42,robot_0,"(0,5)","pos:(0,5)|battery:86.0","(0,7)",task_05,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,5)"
42,robot_1,"(3,2)","pos:(3,2)|battery:88.2","(2,6)",task_07,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(3,2)"
43,robot_0,"(0,6)","pos:(0,6)|battery:85.6","(0,7)",task_05,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,6)"
43,robot_1,"(3,3)","pos:(3,3)|battery:88.0","(2,6)",task_07,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(3,3)"
44,robot_0,"(0,6)","pos:(0,6)|battery:85.4","(6,6)",task_08,MOVING_TO_PACKAGE,DROP,99.90,False,"(0,6)"
44,robot_1,"(2,3)","pos:(2,3)|battery:87.8","(2,6)",task_07,MOVING_TO_PACKAGE,WEST,-0.10,False,"(2,3)"
45,robot_0,"(0,5)","pos:(0,5)|battery:85.2","(6,6)",task_08,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,5)"
45,robot_1,"(2,4)","pos:(2,4)|battery:87.6","(2,6)",task_07,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(2,4)"
46,robot_0,"(1,5)","pos:(1,5)|battery:85.0","(6,6)",task_08,MOVING_TO_PACKAGE,EAST,-0.10,False,"(1,5)"
46,robot_1,"(2,5)","pos:(2,5)|battery:87.4","(2,6)",task_07,PICKING,SOUTH,-0.10,False,"(2,5)"
47,robot_0,"(1,5)","pos:(1,5)|battery:84.8","(6,6)",task_08,MOVING_TO_PACKAGE,EAST,-50.10,True,"(2,5)"
47,robot_1,"(2,5)","pos:(2,5)|battery:87.0","(7,7)",task_07,MOVING_TO_DELIVERY,PICK,-50.10,True,"(2,5)"
48,robot_0,"(2,5)","pos:(2,5)|battery:84.6","(6,6)",task_08,MOVING_TO_PACKAGE,EAST,-0.10,False,"(2,5)"
48,robot_1,"(3,5)","pos:(3,5)|battery:86.6","(7,7)",task_07,MOVING_TO_DELIVERY,EAST,-0.10,False,"(3,5)"
49,robot_0,"(3,5)","pos:(3,5)|battery:84.4","(6,6)",task_08,MOVING_TO_PACKAGE,EAST,-0.10,False,"(3,5)"
49,robot_1,"(3,6)","pos:(3,6)|battery:86.2","(7,7)",task_07,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,6)"
50,robot_0,"(4,5)","pos:(4,5)|battery:84.2","(6,6)",task_08,MOVING_TO_PACKAGE,EAST,-0.10,False,"(4,5)"
50,robot_1,"(3,7)","pos:(3,7)|battery:85.8","(7,7)",task_07,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,7)"
51,robot_0,"(5,5)","pos:(5,5)|battery:84.0","(6,6)",task_08,MOVING_TO_PACKAGE,EAST,-0.10,False,"(5,5)"
51,robot_1,"(4,7)","pos:(4,7)|battery:85.4","(7,7)",task_07,MOVING_TO_DELIVERY,EAST,-0.10,False,"(4,7)"
52,robot_0,"(6,5)","pos:(6,5)|battery:83.8","(6,6)",task_08,PICKING,EAST,-0.10,False,"(6,5)"
52,robot_1,"(5,7)","pos:(5,7)|battery:85.0","(7,7)",task_07,MOVING_TO_DELIVERY,EAST,-0.10,False,"(5,7)"
53,robot_0,"(6,5)","pos:(6,5)|battery:83.4","(0,7)",task_08,MOVING_TO_DELIVERY,PICK,19.90,False,"(6,5)"
53,robot_1,"(6,7)","pos:(6,7)|battery:84.6","(7,7)",task_07,MOVING_TO_DELIVERY,EAST,-0.10,False,"(6,7)"
54,robot_0,"(5,5)","pos:(5,5)|battery:83.0","(0,7)",task_08,MOVING_TO_DELIVERY,WEST,-0.10,False,"(5,5)"
54,robot_1,"(6,7)","pos:(6,7)|battery:84.4","(2,2)",task_09,MOVING_TO_PACKAGE,DROP,99.90,False,"(6,7)"
55,robot_0,"(4,5)","pos:(4,5)|battery:82.6","(0,7)",task_08,MOVING_TO_DELIVERY,WEST,-0.10,False,"(4,5)"
55,robot_1,"(5,7)","pos:(5,7)|battery:84.2","(2,2)",task_09,MOVING_TO_PACKAGE,WEST,-0.10,False,"(5,7)"
56,robot_0,"(3,5)","pos:(3,5)|battery:82.2","(0,7)",task_08,MOVING_TO_DELIVERY,WEST,-0.10,False,"(3,5)"
56,robot_1,"(4,7)","pos:(4,7)|battery:84.0","(2,2)",task_09,MOVING_TO_PACKAGE,WEST,-0.10,False,"(4,7)"
57,robot_0,"(2,5)","pos:(2,5)|battery:81.8","(0,7)",task_08,MOVING_TO_DELIVERY,WEST,-0.10,False,"(2,5)"
57,robot_1,"(3,7)","pos:(3,7)|battery:83.8","(2,2)",task_09,MOVING_TO_PACKAGE,WEST,-0.10,False,"(3,7)"
58,robot_0,"(1,5)","pos:(1,5)|battery:81.4","(0,7)",task_08,MOVING_TO_DELIVERY,WEST,-0.10,False,"(1,5)"
58,robot_1,"(3,6)","pos:(3,6)|battery:83.6","(2,2)",task_09,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(3,6)"
59,robot_0,"(0,5)","pos:(0,5)|battery:81.0","(0,7)",task_08,MOVING_TO_DELIVERY,WEST,-0.10,False,"(0,5)"
59,robot_1,"(3,5)","pos:(3,5)|battery:83.4","(2,2)",task_09,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(3,5)"
60,robot_0,"(0,6)","pos:(0,6)|battery:80.6","(0,7)",task_08,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(0,6)"
60,robot_1,"(3,4)","pos:(3,4)|battery:83.2","(2,2)",task_09,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(3,4)"
61,robot_0,"(0,6)","pos:(0,6)|battery:80.4","(6,2)",task_10,MOVING_TO_PACKAGE,DROP,99.90,False,"(0,6)"
61,robot_1,"(3,3)","pos:(3,3)|battery:83.0","(2,2)",task_09,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(3,3)"
62,robot_0,"(0,5)","pos:(0,5)|battery:80.2","(6,2)",task_10,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,5)"
62,robot_1,"(3,2)","pos:(3,2)|battery:82.8","(2,2)",task_09,PICKING,NORTH,-0.10,False,"(3,2)"
63,robot_0,"(0,4)","pos:(0,4)|battery:80.0","(6,2)",task_10,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,4)"
63,robot_1,"(3,2)","pos:(3,2)|battery:82.4","(7,0)",task_09,MOVING_TO_DELIVERY,PICK,19.90,False,"(3,2)"
64,robot_0,"(0,3)","pos:(0,3)|battery:79.8","(6,2)",task_10,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,3)"
64,robot_1,"(3,1)","pos:(3,1)|battery:82.0","(7,0)",task_09,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,1)"
65,robot_0,"(0,2)","pos:(0,2)|battery:79.6","(6,2)",task_10,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,2)"
65,robot_1,"(3,0)","pos:(3,0)|battery:81.6","(7,0)",task_09,MOVING_TO_DELIVERY,NORTH,-0.10,False,"(3,0)"
66,robot_0,"(0,1)","pos:(0,1)|battery:79.4","(6,2)",task_10,MOVING_TO_PACKAGE,NORTH,-0.10,False,"(0,1)"
66,robot_1,"(4,0)","pos:(4,0)|battery:81.2","(7,0)",task_09,MOVING_TO_DELIVERY,EAST,-0.10,False,"(4,0)"
67,robot_0,"(1,1)","pos:(1,1)|battery:79.2","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-0.10,False,"(1,1)"
67,robot_1,"(5,0)","pos:(5,0)|battery:80.8","(7,0)",task_09,MOVING_TO_DELIVERY,EAST,-0.10,False,"(5,0)"
68,robot_0,"(2,1)","pos:(2,1)|battery:79.0","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-0.10,False,"(2,1)"
68,robot_1,"(6,0)","pos:(6,0)|battery:80.4","(7,0)",task_09,MOVING_TO_DELIVERY,EAST,-0.10,False,"(6,0)"
69,robot_0,"(3,1)","pos:(3,1)|battery:78.8","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-0.10,False,"(3,1)"
69,robot_1,"(6,0)","pos:(6,0)|battery:80.2",None,None,IDLE,DROP,99.90,False,"(6,0)"
70,robot_0,"(4,1)","pos:(4,1)|battery:78.6","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-0.10,False,"(4,1)"
70,robot_1,"(6,1)","pos:(6,1)|battery:80.1",None,None,IDLE,SOUTH,-0.10,False,"(6,1)"
71,robot_0,"(5,1)","pos:(5,1)|battery:78.4","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-0.10,False,"(5,1)"
71,robot_1,"(6,1)","pos:(6,1)|battery:80.1",None,None,IDLE,STAY,-1.10,False,"(6,1)"
72,robot_0,"(5,1)","pos:(5,1)|battery:78.2","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
72,robot_1,"(6,1)","pos:(6,1)|battery:80.0",None,None,IDLE,STAY,-50.10,True,"(6,1)"
73,robot_0,"(5,1)","pos:(5,1)|battery:78.0","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
73,robot_1,"(6,1)","pos:(6,1)|battery:80.0",None,None,IDLE,STAY,-50.10,True,"(6,1)"
74,robot_0,"(5,1)","pos:(5,1)|battery:77.8","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
74,robot_1,"(6,1)","pos:(6,1)|battery:79.9",None,None,IDLE,STAY,-50.10,True,"(6,1)"
75,robot_0,"(5,1)","pos:(5,1)|battery:77.6","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
75,robot_1,"(6,1)","pos:(6,1)|battery:79.9",None,None,IDLE,STAY,-50.10,True,"(6,1)"
76,robot_0,"(5,1)","pos:(5,1)|battery:77.4","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
76,robot_1,"(6,1)","pos:(6,1)|battery:79.8",None,None,IDLE,STAY,-50.10,True,"(6,1)"
77,robot_0,"(5,1)","pos:(5,1)|battery:77.2","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
77,robot_1,"(6,1)","pos:(6,1)|battery:79.8",None,None,IDLE,STAY,-50.10,True,"(6,1)"
78,robot_0,"(5,1)","pos:(5,1)|battery:77.0","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
78,robot_1,"(6,1)","pos:(6,1)|battery:79.7",None,None,IDLE,STAY,-50.10,True,"(6,1)"
79,robot_0,"(5,1)","pos:(5,1)|battery:76.8","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
79,robot_1,"(6,1)","pos:(6,1)|battery:79.7",None,None,IDLE,STAY,-50.10,True,"(6,1)"
80,robot_0,"(5,1)","pos:(5,1)|battery:76.6","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
80,robot_1,"(6,1)","pos:(6,1)|battery:79.6",None,None,IDLE,STAY,-50.10,True,"(6,1)"
81,robot_0,"(5,1)","pos:(5,1)|battery:76.4","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
81,robot_1,"(6,1)","pos:(6,1)|battery:79.6",None,None,IDLE,STAY,-50.10,True,"(6,1)"
82,robot_0,"(5,1)","pos:(5,1)|battery:76.2","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
82,robot_1,"(6,1)","pos:(6,1)|battery:79.5",None,None,IDLE,STAY,-50.10,True,"(6,1)"
83,robot_0,"(5,1)","pos:(5,1)|battery:76.0","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
83,robot_1,"(6,1)","pos:(6,1)|battery:79.5",None,None,IDLE,STAY,-50.10,True,"(6,1)"
84,robot_0,"(5,1)","pos:(5,1)|battery:75.8","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
84,robot_1,"(6,1)","pos:(6,1)|battery:79.4",None,None,IDLE,STAY,-50.10,True,"(6,1)"
85,robot_0,"(5,1)","pos:(5,1)|battery:75.6","(6,2)",task_10,MOVING_TO_PACKAGE,EAST,-50.10,True,"(6,1)"
85,robot_1,"(6,1)","pos:(6,1)|battery:79.4",None,None,IDLE,STAY,-50.10,True,"(6,1)"
1,robot_0,"(0,1)","pos:(0,1)|battery:99.8","(2,2)",task_01,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(0,1)"
1,robot_1,"(1,1)","pos:(1,1)|battery:99.8","(6,2)",task_02,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(1,1)"
2,robot_0,"(1,1)","pos:(1,1)|battery:99.6","(2,2)",task_01,MOVING_TO_PACKAGE,EAST,-0.10,False,"(1,1)"
2,robot_1,"(2,1)","pos:(2,1)|battery:99.6","(6,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(2,1)"
3,robot_0,"(2,1)","pos:(2,1)|battery:99.4","(2,2)",task_01,PICKING,EAST,-0.10,False,"(2,1)"
3,robot_1,"(3,1)","pos:(3,1)|battery:99.4","(6,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(3,1)"
4,robot_0,"(2,1)","pos:(2,1)|battery:99.0","(7,7)",task_01,MOVING_TO_DELIVERY,PICK,19.90,False,"(2,1)"
4,robot_1,"(4,1)","pos:(4,1)|battery:99.2","(6,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(4,1)"
5,robot_0,"(3,1)","pos:(3,1)|battery:98.6","(7,7)",task_01,MOVING_TO_DELIVERY,EAST,-0.10,False,"(3,1)"
5,robot_1,"(5,1)","pos:(5,1)|battery:99.0","(6,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(5,1)"
6,robot_0,"(3,2)","pos:(3,2)|battery:98.2","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,2)"
6,robot_1,"(6,1)","pos:(6,1)|battery:98.8","(6,2)",task_02,PICKING,EAST,-0.10,False,"(6,1)"
7,robot_0,"(3,3)","pos:(3,3)|battery:97.8","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,3)"
7,robot_1,"(6,1)","pos:(6,1)|battery:98.4","(0,7)",task_02,MOVING_TO_DELIVERY,PICK,19.90,False,"(6,1)"
8,robot_0,"(3,4)","pos:(3,4)|battery:97.4","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,4)"
8,robot_1,"(5,1)","pos:(5,1)|battery:98.0","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(5,1)"
9,robot_0,"(3,5)","pos:(3,5)|battery:97.0","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,5)"
9,robot_1,"(4,1)","pos:(4,1)|battery:97.6","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(4,1)"
10,robot_0,"(3,6)","pos:(3,6)|battery:96.6","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,6)"
10,robot_1,"(3,1)","pos:(3,1)|battery:97.2","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(3,1)"
11,robot_0,"(3,7)","pos:(3,7)|battery:96.2","(7,7)",task_01,MOVING_TO_DELIVERY,SOUTH,-0.10,False,"(3,7)"
11,robot_1,"(2,1)","pos:(2,1)|battery:96.8","(0,7)",task_02,MOVING_TO_DELIVERY,WEST,-0.10,False,"(2,1)"
1,robot_0,"(0,1)","pos:(0,1)|battery:99.8","(2,2)",task_01,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(0,1)"
1,robot_1,"(1,1)","pos:(1,1)|battery:99.8","(7,2)",task_02,MOVING_TO_PACKAGE,SOUTH,-0.10,False,"(1,1)"
2,robot_0,"(1,1)","pos:(1,1)|battery:99.6","(2,2)",task_01,MOVING_TO_PACKAGE,EAST,-0.10,False,"(1,1)"
2,robot_1,"(2,1)","pos:(2,1)|battery:99.6","(7,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(2,1)"
3,robot_0,"(2,1)","pos:(2,1)|battery:99.4","(2,2)",task_01,PICKING,EAST,-0.10,False,"(2,1)"
3,robot_1,"(3,1)","pos:(3,1)|battery:99.4","(7,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(3,1)"
4,robot_0,"(2,1)","pos:(2,1)|battery:99.0","(9,9)",task_01,MOVING_TO_DELIVERY,PICK,19.90,False,"(2,1)"
4,robot_1,"(4,1)","pos:(4,1)|battery:99.2","(7,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(4,1)"
5,robot_0,"(3,1)","pos:(3,1)|battery:98.6","(9,9)",task_01,MOVING_TO_DELIVERY,EAST,-0.10,False,"(3,1)"
5,robot_1,"(5,1)","pos:(5,1)|battery:99.0","(7,2)",task_02,MOVING_TO_PACKAGE,EAST,-0.10,False,"(5,1)"
